,KIE,PJP,XBI,XLV,KIE_vol,PJP_vol,XBI_vol,XLV_vol,cpi,unemployment,interest_rate,trends_flu_symptoms,trends_fever,trends_shortness_of_breath,wili,ili,num_ili,num_patients,nchs_deaths
2010-06-27,9.382025718688965,15.312631607055664,17.6917781829834,22.100507736206055,0.01539615629856755,0.007133357534372451,0.015115760358238776,0.005523879402020724,217.199,9.4,0.18,2,43,3,0.904726272396402,0.869619711871655,4718,542536,8641568.0
2010-07-04,8.72240924835205,14.778188705444336,16.334821701049805,21.35392189025879,0.01692424938418679,0.01374806928491516,0.016511676107873643,0.007956658826255203,217.605,9.4,0.18,3,46,2,0.941927007840111,0.903133146199371,4691,519414,8641568.0
2010-07-11,9.382025718688965,15.312631607055664,17.02773666381836,22.115739822387695,0.01350777026452089,0.01033307067338984,0.019940145495954822,0.007451843409315613,217.605,9.4,0.18,2,49,2,0.880415229455867,0.773775692770479,4234,547187,8641568.0
2010-07-18,9.007245063781738,15.110187530517578,16.617115020751953,21.849111557006836,0.021418578844128018,0.015183041734480512,0.020204931890940775,0.010990130559889032,217.605,9.4,0.18,2,48,2,0.842614661882896,0.742774403429925,3950,531790,8641568.0
2010-07-25,9.531937599182129,15.320735931396484,17.387027740478516,21.658647537231445,0.020896297877532718,0.009218921948731498,0.013922088604153508,0.009018907138805482,217.605,9.4,0.18,2,50,2,0.858382365250436,0.730934475995922,3850,526723,8641568.0
2010-08-01,9.5819091796875,15.555562019348145,17.60516357421875,21.76529884338379,0.009937223016163892,0.013159274380733148,0.025945914503635006,0.010020256167846771,217.923,9.5,0.19,2,48,3,0.833830394847588,0.786881828762007,4077,518121,8641568.0
2010-08-08,9.54942798614502,16.12238883972168,18.320531845092773,22.63378143310547,0.01598043846509324,0.007762837462842923,0.012597310861759534,0.0072927405063638534,217.923,9.5,0.19,3,45,3,0.847436542815637,0.763050679663405,4008,525260,8641568.0
2010-08-15,9.179644584655762,15.887564659118652,17.566659927368164,22.169071197509766,0.01854736220670133,0.016580184160665423,0.014701036007071023,0.012652890986560581,217.923,9.5,0.19,2,46,3,0.888273269260976,0.841043206314339,4518,537190,8641568.0
2010-08-22,9.037227630615234,15.782283782958984,17.354948043823242,21.841489791870117,0.015553757296896939,0.011018551316748183,0.013753726740374717,0.01151584543369682,217.923,9.5,0.19,3,46,2,0.76537228790335,0.791572794251964,4420,558382,8641568.0
2010-08-29,9.177144050598145,15.790386199951172,17.088682174682617,21.76529884338379,0.020082592263126735,0.011388992499137588,0.016558283815291702,0.01354405363338889,217.923,9.5,0.19,3,45,2,0.91858044292525,0.912731760403811,5007,548573,8641568.0
2010-09-05,9.764301300048828,16.21147346496582,17.743101119995117,22.222394943237305,0.023326460398676287,0.013998351312295898,0.015121316007269696,0.0134737871862924,218.275,9.5,0.19,4,47,2,1.01431787184839,1.03397647058824,5493,531250,8641568.0
2010-09-12,9.72182559967041,16.51917839050293,18.137678146362305,22.679487228393555,0.01778083536594626,0.00851253468969767,0.01141213299132389,0.0076421994806853185,218.275,9.5,0.19,4,45,2,1.01232561233888,0.934009119726069,5510,589930,8641568.0
2010-09-19,9.914754867553711,16.734603881835938,18.500171661376953,22.92630386352539,0.008916007698811247,0.0052170444783581045,0.01140518115130511,0.0048935783073811205,218.275,9.5,0.19,4,47,2,1.11803281725652,1.08188875532238,6741,623077,8641568.0
2010-09-26,9.96237850189209,17.237545013427734,18.93646240234375,23.477638244628906,0.023328457571482768,0.01153062153691313,0.009080975214842375,0.00829769380654603,218.275,9.5,0.19,5,47,3,1.11805942184768,1.06562601148547,6387,599366,8641568.0
2010-10-03,9.877159118652344,17.30243492126465,19.026277542114258,23.347461700439453,0.006500701956507701,0.007065418900132574,0.004760445000260932,0.0058574447306320105,219.035,9.4,0.19,6,46,2,1.10939,1.13505,8473,746485,8641568.0
2010-10-10,10.127787590026855,17.626907348632812,19.526718139648438,23.561870574951172,0.0122492990154504,0.009359696250236112,0.011956839969106646,0.01054448992888332,219.035,9.4,0.19,6,46,2,1.24341,1.25256,9347,746230,8641568.0
2010-10-17,10.197959899902344,18.170398712158203,19.683908462524414,23.852840423583984,0.007127628681183066,0.008681467445191923,0.003646768544450524,0.003432763984595546,219.035,9.4,0.19,6,49,2,1.25726,1.2457,9684,777397,8641568.0
2010-10-24,10.295705795288086,18.275848388671875,19.1032657623291,23.91411590576172,0.005693387305458932,0.010493608943563552,0.01448365829157481,0.011593958149798229,219.035,9.4,0.19,6,46,3,1.25734,1.26774,9904,781234,8641568.0
2010-10-31,10.062623977661133,18.25151824951172,19.10005760192871,23.8681583404541,0.007398956912452267,0.005363870879497616,0.010574288807812497,0.005581267481050356,219.035,9.4,0.19,6,77,2,1.43414,1.43723,11020,766753,8641568.0
2010-11-07,10.59645938873291,18.592212677001953,19.090435028076172,24.082576751708984,0.012918037889149775,0.006822655692950199,0.0052505257413884305,0.005809904561153895,219.59,9.8,0.19,7,47,2,1.51838,1.53341,11807,769982,8641568.0
2010-11-14,10.085182189941406,18.283960342407227,18.80813980102539,23.68438720703125,0.010641763783342882,0.005612623938053045,0.008434693553001613,0.005777767874500667,219.59,9.8,0.19,7,49,2,1.61617,1.69445,13336,787038,8641568.0
2010-11-21,10.055105209350586,18.535430908203125,19.08081817626953,23.73798179626465,0.012595031649047444,0.011307820334928616,0.008806071552843584,0.010159416447116657,219.59,9.8,0.19,6,47,2,1.84378,1.9915,12079,606527,8641568.0
2010-11-28,9.847084999084473,18.511096954345703,19.270082473754883,23.416379928588867,0.015302117302822877,0.010836823484315996,0.011881253225547925,0.010547580955305199,219.59,9.8,0.19,7,48,2,1.72535,1.81305,13997,772016,8641568.0
2010-12-05,10.275654792785645,18.54353904724121,19.594085693359375,23.806913375854492,0.013109642962025771,0.012857034543047218,0.010194681339892936,0.010622051689677878,220.472,9.3,0.18,7,47,2,1.87923,2.01426,14958,742606,8641568.0
2010-12-12,10.649087905883789,18.94913673400879,19.796184539794922,23.960054397583008,0.007807800684514036,0.004299346902333921,0.007487925545684933,0.005705668162403401,220.472,9.3,0.18,8,46,2,2.3371,2.55659,18022,704923,8641568.0
2010-12-19,10.710001945495605,19.521034240722656,20.171510696411133,24.376829147338867,0.005240346353578007,0.006790512330816099,0.007329676504769838,0.005182987505899418,220.472,9.3,0.18,9,50,2,3.03533,3.38185,19899,588406,8641568.0
