,KIE,PJP,XBI,XLV,KIE_vol,PJP_vol,XBI_vol,XLV_vol,cpi,unemployment,interest_rate,trends_flu_symptoms,trends_fever,trends_shortness_of_breath,wili,ili,num_ili,num_patients,nchs_deaths
2010-03-21,9.857553482055664,16.07637596130371,19.49464225769043,24.44456672668457,0.010002214590570335,0.003940641189561133,0.007883913632577432,0.0033816133416194293,217.353,9.9,0.16,5,49,3,1.52631922263178,1.49740820329748,11191,747358,8641568.0
2010-03-28,10.134214401245117,16.052120208740234,19.36953353881836,24.179279327392578,0.0060877606274147384,0.010799704703664516,0.01111636274081506,0.007604965482543983,217.353,9.9,0.16,5,46,3,1.49571988362904,1.45111877208932,10359,713863,8641568.0
2010-04-04,10.383458137512207,16.26226806640625,19.391984939575195,24.490047454833984,0.0075338808791284885,0.006462376593555564,0.00738006944994498,0.006178533081246603,217.403,9.9,0.2,5,48,3,1.22313021684613,1.20714782732567,8813,730068,8641568.0
2010-04-11,10.493125915527344,16.141029357910156,19.578039169311523,24.315717697143555,0.00885716495933258,0.0030492514329741784,0.006437119681295708,0.0035403119333991527,217.403,9.9,0.2,4,49,2,1.17754240902,1.1741508052025,8801,749563,8641568.0
2010-04-18,10.537993431091309,16.15719985961914,19.539546966552734,23.97463035583496,0.01605554688553061,0.001564570925813413,0.007230061775952676,0.0024771493001336646,217.403,9.9,0.2,4,51,2,1.09111851417293,1.16206676116624,8362,719580,8641568.0
2010-04-25,10.866988182067871,15.858138084411621,19.27970314025879,23.762399673461914,0.006932857481745807,0.010483602862554463,0.013060581810676873,0.012249619514066312,217.403,9.9,0.2,4,51,2,1.11957937083649,1.17213431214881,8440,720054,8641568.0
2010-05-02,10.30120849609375,15.809646606445312,19.359909057617188,23.406152725219727,0.027872436965130646,0.013040570945282883,0.016821234822241814,0.0121784129539646,217.29,9.6,0.2,4,49,2,1.08168511952067,1.12167653365951,7914,705551,8641568.0
2010-05-09,9.476214408874512,15.138785362243652,17.168886184692383,22.526906967163086,0.02174006585282084,0.017663699782118517,0.02407691965976627,0.013155652510379893,217.29,9.6,0.2,3,50,2,1.12497482672273,1.14981162628807,7697,669414,8641568.0
2010-05-16,9.780291557312012,15.300430297851562,18.009361267089844,22.71640396118164,0.03813238535495901,0.02043508380674411,0.02318379648926013,0.01630607860376351,217.29,9.6,0.2,3,50,3,1.0619697897527,1.13327579756352,7603,670887,8641568.0
2010-05-23,9.281805038452148,14.710404396057129,17.130388259887695,21.829572677612305,0.029791522822413773,0.015523727741468794,0.018752208581326733,0.013909278721034184,217.29,9.6,0.2,3,48,2,1.08908766932167,1.08171331519166,6853,633532,8641568.0
2010-05-30,9.491169929504395,15.074124336242676,17.36456298828125,21.882627487182617,0.028334862155313296,0.006642399104973317,0.012481714628883167,0.011106115179373408,217.29,9.6,0.2,3,43,3,1.17760142013009,1.19958601095361,6595,549773,8641568.0
2010-06-06,9.040040016174316,14.653827667236328,17.271535873413086,21.587020874023438,0.03577612276403777,0.02136975261077857,0.03590351484065166,0.02204797041733936,217.199,9.4,0.18,3,44,3,0.974930395182935,0.95280825954795,5755,604004,8641568.0
2010-06-13,9.386488914489746,14.912476539611816,17.457599639892578,22.102447509765625,0.02274237963652109,0.013499895447051597,0.023139804545503295,0.009234969641554512,217.199,9.4,0.18,3,41,2,0.987131780132296,0.916032112818763,5316,580329,8641568.0
2010-06-20,9.62938117980957,15.304537773132324,17.941993713378906,22.511890411376953,0.014363314493166867,0.007617537538331987,0.01220223814939758,0.008183451845425462,217.199,9.4,0.18,3,43,3,0.99599053755025,0.926582172934212,5334,575664,8641568.0
