,year,_113_cause_name,cause_name,state,deaths,aadr
5558,2001,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Nevada,739,37.0
5559,2017,Alzheimer's disease (G30),Alzheimer's disease,California,16238,37.1
5560,2017,Chronic lower respiratory diseases (J40-J47),CLRD,Pennsylvania,6667,37.1
5561,2016,Alzheimer's disease (G30),Alzheimer's disease,South Dakota,449,37.1
5562,2015,Cerebrovascular diseases (I60-I69),Stroke,Florida,11433,37.1
5563,2015,Chronic lower respiratory diseases (J40-J47),CLRD,Virginia,3370,37.1
5564,2013,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,2287,37.1
5565,2012,Chronic lower respiratory diseases (J40-J47),CLRD,Wisconsin,2524,37.1
5566,2011,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,2170,37.1
5567,2010,Cerebrovascular diseases (I60-I69),Stroke,Utah,739,37.1
5568,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Nebraska,714,37.1
5569,2003,Diabetes mellitus (E10-E14),Diabetes,West Virginia,807,37.1
5570,2002,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,United States,106742,37.1
5571,2001,Alzheimer's disease (G30),Alzheimer's disease,Washington,2050,37.1
5572,2016,Alzheimer's disease (G30),Alzheimer's disease,North Carolina,4153,37.2
5573,2016,Cerebrovascular diseases (I60-I69),Stroke,Idaho,682,37.2
5574,2013,Cerebrovascular diseases (I60-I69),Stroke,Pennsylvania,6604,37.2
5575,2012,Cerebrovascular diseases (I60-I69),Stroke,Idaho,610,37.2
5576,2011,Cerebrovascular diseases (I60-I69),Stroke,North Dakota,337,37.2
5577,2011,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,2554,37.2
5578,2011,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,214,37.2
5579,2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Iowa,1273,37.2
5580,2010,Alzheimer's disease (G30),Alzheimer's disease,North Dakota,361,37.2
5581,2010,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,204,37.2
5582,2008,Cerebrovascular diseases (I60-I69),Stroke,North Dakota,325,37.2
5583,2017,Alzheimer's disease (G30),Alzheimer's disease,North Carolina,4289,37.3
5584,2016,Cerebrovascular diseases (I60-I69),Stroke,Florida,11854,37.3
5585,2016,Cerebrovascular diseases (I60-I69),Stroke,United States,142142,37.3
5586,2016,Chronic lower respiratory diseases (J40-J47),CLRD,Washington,3036,37.3
5587,2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Texas,9723,37.3
5588,2013,Cerebrovascular diseases (I60-I69),Stroke,Oregon,1775,37.3
5589,2013,Chronic lower respiratory diseases (J40-J47),CLRD,Virginia,3181,37.3
5590,2012,Cerebrovascular diseases (I60-I69),Stroke,Michigan,4414,37.3
5591,2012,Cerebrovascular diseases (I60-I69),Stroke,North Dakota,343,37.3
5592,2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Hampshire,517,37.3
5593,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Rhode Island,478,37.3
5594,2006,Chronic lower respiratory diseases (J40-J47),CLRD,Illinois,4731,37.3
5595,2004,Chronic lower respiratory diseases (J40-J47),CLRD,Maryland,1910,37.3
5596,2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Florida,6267,37.3
5597,1999,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Nebraska,668,37.3
5598,2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Texas,9976,37.4
5599,2014,Alzheimer's disease (G30),Alzheimer's disease,South Carolina,1938,37.4
5600,2014,Cerebrovascular diseases (I60-I69),Stroke,Illinois,5489,37.4
5601,2014,Cerebrovascular diseases (I60-I69),Stroke,Oregon,1821,37.4
5602,2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Texas,9313,37.4
5603,2012,Cerebrovascular diseases (I60-I69),Stroke,Pennsylvania,6546,37.4
5604,2012,Cerebrovascular diseases (I60-I69),Stroke,South Dakota,408,37.4
5605,2008,Alzheimer's disease (G30),Alzheimer's disease,South Dakota,402,37.4
5606,2008,Cerebrovascular diseases (I60-I69),Stroke,Colorado,1565,37.4
5607,2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Nebraska,704,37.4
5608,2005,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,1965,37.4
5609,2001,Diabetes mellitus (E10-E14),Diabetes,District of Columbia,209,37.4
5610,2017,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,764,37.5
5611,2017,Cerebrovascular diseases (I60-I69),Stroke,Maine,736,37.5
5612,2017,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3555,37.5
5613,2015,Cerebrovascular diseases (I60-I69),Stroke,Oregon,1873,37.5
5614,2012,Cerebrovascular diseases (I60-I69),Stroke,Oregon,1763,37.5
5615,2009,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,United States,118021,37.5
5616,2009,Chronic lower respiratory diseases (J40-J47),CLRD,California,12936,37.5
5617,2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Iowa,1252,37.5
5618,2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Minnesota,2066,37.5
5619,2006,Cerebrovascular diseases (I60-I69),Stroke,Arizona,2226,37.5
5620,2006,Chronic lower respiratory diseases (J40-J47),CLRD,Florida,8912,37.5
5621,2003,Alzheimer's disease (G30),Alzheimer's disease,North Dakota,336,37.5
5622,2001,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wisconsin,2100,37.5
5623,2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Delaware,290,37.5
5624,2017,Cerebrovascular diseases (I60-I69),Stroke,United States,146383,37.6
5625,2017,Cerebrovascular diseases (I60-I69),Stroke,California,16355,37.6
5626,2017,Chronic lower respiratory diseases (J40-J47),CLRD,Illinois,5732,37.6
5627,2015,Cerebrovascular diseases (I60-I69),Stroke,Michigan,4666,37.6
5628,2015,Cerebrovascular diseases (I60-I69),Stroke,United States,140323,37.6
5629,2013,Cerebrovascular diseases (I60-I69),Stroke,Montana,480,37.6
5630,2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Washington,2609,37.6
5631,2009,Cerebrovascular diseases (I60-I69),Stroke,Utah,738,37.6
5632,2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,United States,109277,37.6
5633,2002,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Minnesota,1928,37.6
5634,2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Texas,7407,37.6
5635,1999,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Texas,7227,37.6
5636,1999,Chronic lower respiratory diseases (J40-J47),CLRD,Utah,559,37.6
5637,2017,Cerebrovascular diseases (I60-I69),Stroke,Kansas,1355,37.7
5638,2012,Cerebrovascular diseases (I60-I69),Stroke,Illinois,5337,37.7
5639,2009,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,2501,37.7
5640,2008,Cerebrovascular diseases (I60-I69),Stroke,Minnesota,2199,37.7
5641,2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Ohio,4438,37.7
5642,2005,Cerebrovascular diseases (I60-I69),Stroke,New Hampshire,497,37.7
5643,2001,Diabetes mellitus (E10-E14),Diabetes,West Virginia,802,37.7
5644,2016,Alzheimer's disease (G30),Alzheimer's disease,Texas,9135,37.8
5645,2016,Cerebrovascular diseases (I60-I69),Stroke,Illinois,5658,37.8
5646,2016,Cerebrovascular diseases (I60-I69),Stroke,Oregon,1943,37.8
5647,2015,Cerebrovascular diseases (I60-I69),Stroke,Maryland,2540,37.8
5648,2015,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,204,37.8
5649,2012,Cerebrovascular diseases (I60-I69),Stroke,Utah,809,37.8
5650,2011,Cerebrovascular diseases (I60-I69),Stroke,Maryland,2306,37.8
5651,2011,Cerebrovascular diseases (I60-I69),Stroke,Utah,782,37.8
5652,2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Oregon,1566,37.8
5653,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Iowa,1266,37.8
5654,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Utah,881,37.8
5655,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,2096,37.8
5656,2006,Cerebrovascular diseases (I60-I69),Stroke,Florida,8925,37.8
5657,2006,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,140,37.8
5658,2002,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Vermont,240,37.8
5659,1999,Chronic lower respiratory diseases (J40-J47),CLRD,Connecticut,1435,37.8
5660,2014,Cerebrovascular diseases (I60-I69),Stroke,Michigan,4596,37.9
5661,2014,Cerebrovascular diseases (I60-I69),Stroke,Utah,856,37.9
5662,2014,Chronic lower respiratory diseases (J40-J47),CLRD,Washington,2916,37.9
5663,2013,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,197,37.9
5664,2011,Cerebrovascular diseases (I60-I69),Stroke,Montana,460,37.9
5665,2011,Cerebrovascular diseases (I60-I69),Stroke,United States,128932,37.9
5666,2010,Chronic lower respiratory diseases (J40-J47),CLRD,Pennsylvania,6202,37.9
5667,2008,Cerebrovascular diseases (I60-I69),Stroke,Delaware,365,37.9
5668,2007,Cerebrovascular diseases (I60-I69),Stroke,North Dakota,330,37.9
5669,2006,Chronic lower respiratory diseases (J40-J47),CLRD,Delaware,344,37.9
5670,2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Washington,2341,37.9
5671,2004,Alzheimer's disease (G30),Alzheimer's disease,Washington,2233,37.9
5672,2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Pennsylvania,5014,37.9
5673,2002,Cerebrovascular diseases (I60-I69),Stroke,New York,7625,37.9
5674,2016,Chronic lower respiratory diseases (J40-J47),CLRD,Florida,11970,38.0
5675,2015,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3393,38.0
5676,2014,Cerebrovascular diseases (I60-I69),Stroke,Maryland,2469,38.0
5677,2014,Chronic lower respiratory diseases (J40-J47),CLRD,Florida,11178,38.0
5678,2013,Cerebrovascular diseases (I60-I69),Stroke,South Dakota,418,38.0
5679,2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Michigan,3951,38.0
5680,2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,United States,120859,38.0
5681,2010,Cerebrovascular diseases (I60-I69),Stroke,Iowa,1537,38.0
5682,2010,Chronic lower respiratory diseases (J40-J47),CLRD,Wisconsin,2474,38.0
5683,2009,Cerebrovascular diseases (I60-I69),Stroke,Maine,647,38.0
5684,2007,Cerebrovascular diseases (I60-I69),Stroke,Vermont,269,38.0
5685,2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Delaware,329,38.0
5686,2006,Chronic lower respiratory diseases (J40-J47),CLRD,Virginia,2697,38.0
5687,2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Maine,516,38.0
5688,2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Nebraska,696,38.0
5689,2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kansas,1054,38.0
5690,2017,Chronic lower respiratory diseases (J40-J47),CLRD,Washington,3177,38.1
5691,2016,Chronic lower respiratory diseases (J40-J47),CLRD,Illinois,5632,38.1
5692,2015,Chronic lower respiratory diseases (J40-J47),CLRD,Pennsylvania,6664,38.1
5693,2014,Alzheimer's disease (G30),Alzheimer's disease,Tennessee,2672,38.1
5694,2013,Cerebrovascular diseases (I60-I69),Stroke,Kansas,1320,38.1
5695,2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Washington,2709,38.1
5696,2010,Cerebrovascular diseases (I60-I69),Stroke,California,13662,38.1
5697,2010,Chronic lower respiratory diseases (J40-J47),CLRD,Virginia,2969,38.1
5698,2007,Chronic lower respiratory diseases (J40-J47),CLRD,Pennsylvania,6077,38.1
5699,2006,Cerebrovascular diseases (I60-I69),Stroke,Massachusetts,2880,38.1
5700,2006,Cerebrovascular diseases (I60-I69),Stroke,Vermont,264,38.1
5701,2006,Chronic lower respiratory diseases (J40-J47),CLRD,Rhode Island,485,38.1
5702,2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,North Dakota,274,38.1
5703,2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,United States,112012,38.1
5704,2004,Chronic lower respiratory diseases (J40-J47),CLRD,Illinois,4723,38.1
5705,2002,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Maine,511,38.1
5706,2002,Chronic lower respiratory diseases (J40-J47),CLRD,Utah,603,38.1
5707,2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Vermont,234,38.1
5708,2016,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3502,38.2
5709,2015,Alzheimer's disease (G30),Alzheimer's disease,Texas,8903,38.2
5710,2015,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,735,38.2
5711,2015,Chronic lower respiratory diseases (J40-J47),CLRD,Illinois,5544,38.2
5712,2013,Cerebrovascular diseases (I60-I69),Stroke,Utah,836,38.2
5713,2013,Chronic lower respiratory diseases (J40-J47),CLRD,North Dakota,331,38.2
5714,2012,Cerebrovascular diseases (I60-I69),Stroke,Delaware,404,38.2
5715,2009,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Utah,899,38.2
5716,2009,Cerebrovascular diseases (I60-I69),Stroke,North Dakota,337,38.2
5717,2007,Alzheimer's disease (G30),Alzheimer's disease,Tennessee,2276,38.2
5718,2006,Cerebrovascular diseases (I60-I69),Stroke,Utah,674,38.2
5719,2005,Alzheimer's disease (G30),Alzheimer's disease,Washington,2309,38.2
5720,2005,Cerebrovascular diseases (I60-I69),Stroke,Vermont,260,38.2
5721,2004,Diabetes mellitus (E10-E14),Diabetes,West Virginia,840,38.2
5722,2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Oregon,1401,38.2
5723,2001,Chronic lower respiratory diseases (J40-J47),CLRD,Connecticut,1486,38.2
5724,2017,Chronic lower respiratory diseases (J40-J47),CLRD,North Dakota,358,38.3
5725,2017,Chronic lower respiratory diseases (J40-J47),CLRD,Wisconsin,2834,38.3
5726,2016,Chronic lower respiratory diseases (J40-J47),CLRD,South Dakota,426,38.3
5727,2016,Chronic lower respiratory diseases (J40-J47),CLRD,Wisconsin,2786,38.3
5728,2015,Cerebrovascular diseases (I60-I69),Stroke,District of Columbia,242,38.3
5729,2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Georgia,3727,38.3
5730,2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Washington,2760,38.3
5731,2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Maine,574,38.3
5732,2008,Cerebrovascular diseases (I60-I69),Stroke,New Mexico,760,38.3
5733,2008,Cerebrovascular diseases (I60-I69),Stroke,Vermont,281,38.3
5734,2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Virginia,2931,38.3
5735,2007,Chronic lower respiratory diseases (J40-J47),CLRD,California,12532,38.3
5736,2007,Chronic lower respiratory diseases (J40-J47),CLRD,Virginia,2770,38.3
5737,2001,Chronic lower respiratory diseases (J40-J47),CLRD,Delaware,306,38.3
5738,2016,Cerebrovascular diseases (I60-I69),Stroke,District of Columbia,252,38.4
5739,2015,Cerebrovascular diseases (I60-I69),Stroke,Illinois,5709,38.4
5740,2015,Cerebrovascular diseases (I60-I69),Stroke,Utah,888,38.4
5741,2015,Chronic lower respiratory diseases (J40-J47),CLRD,Florida,11705,38.4
5742,2012,Chronic lower respiratory diseases (J40-J47),CLRD,Florida,10585,38.4
5743,2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Hampshire,553,38.4
5744,2010,Cerebrovascular diseases (I60-I69),Stroke,New Mexico,806,38.4
5745,2007,Cerebrovascular diseases (I60-I69),Stroke,Minnesota,2193,38.4
5746,2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,District of Columbia,219,38.4
5747,2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Indiana,2395,38.4
5748,2004,Chronic lower respiratory diseases (J40-J47),CLRD,Louisiana,1615,38.4
5749,2002,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Oregon,1397,38.4
5750,2001,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,District of Columbia,223,38.4
5751,1999,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Indiana,2309,38.4
5752,1999,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,North Dakota,267,38.4
5753,2017,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Nebraska,811,38.5
5754,2017,Alzheimer's disease (G30),Alzheimer's disease,Texas,9545,38.5
5755,2017,Cerebrovascular diseases (I60-I69),Stroke,Idaho,726,38.5
5756,2011,Chronic lower respiratory diseases (J40-J47),CLRD,Florida,10279,38.5
5757,2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Indiana,2534,38.5
5758,2010,Alzheimer's disease (G30),Alzheimer's disease,Tennessee,2440,38.5
5759,2010,Chronic lower respiratory diseases (J40-J47),CLRD,Rhode Island,507,38.5
5760,2009,Cerebrovascular diseases (I60-I69),Stroke,California,13506,38.5
5761,2009,Chronic lower respiratory diseases (J40-J47),CLRD,Wisconsin,2461,38.5
5762,2008,Cerebrovascular diseases (I60-I69),Stroke,District of Columbia,222,38.5
5763,2006,Chronic lower respiratory diseases (J40-J47),CLRD,Wisconsin,2354,38.5
5764,2005,Cerebrovascular diseases (I60-I69),Stroke,New Jersey,3614,38.5
5765,1999,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Nevada,710,38.5
5766,2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Texas,10536,38.6
5767,2016,Cerebrovascular diseases (I60-I69),Stroke,Kansas,1363,38.6
5768,2015,Cerebrovascular diseases (I60-I69),Stroke,Kansas,1364,38.6
5769,2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Nebraska,781,38.6
5770,2013,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3287,38.6
5771,2012,Chronic lower respiratory diseases (J40-J47),CLRD,Illinois,5313,38.6
5772,2011,Cerebrovascular diseases (I60-I69),Stroke,Illinois,5372,38.6
5773,2011,Cerebrovascular diseases (I60-I69),Stroke,Michigan,4442,38.6
5774,2011,Chronic lower respiratory diseases (J40-J47),CLRD,Virginia,3112,38.6
5775,2009,Cerebrovascular diseases (I60-I69),Stroke,Washington,2591,38.6
5776,2007,Chronic lower respiratory diseases (J40-J47),CLRD,Florida,9357,38.6
5777,2007,Chronic lower respiratory diseases (J40-J47),CLRD,Wisconsin,2399,38.6
5778,2004,Chronic lower respiratory diseases (J40-J47),CLRD,Pennsylvania,5978,38.6
5779,2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kansas,1089,38.6
5780,2001,Chronic lower respiratory diseases (J40-J47),CLRD,Pennsylvania,5845,38.6
5781,2000,Chronic lower respiratory diseases (J40-J47),CLRD,North Dakota,295,38.6
5782,1999,Chronic lower respiratory diseases (J40-J47),CLRD,South Dakota,335,38.6
5783,2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Washington,2826,38.7
5784,2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Texas,9410,38.7
5785,2005,Diabetes mellitus (E10-E14),Diabetes,Louisiana,1695,38.7
5786,2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Nevada,730,38.7
5787,2017,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Texas,10763,38.8
5788,2016,Cerebrovascular diseases (I60-I69),Stroke,Utah,932,38.8
5789,2015,Cerebrovascular diseases (I60-I69),Stroke,Pennsylvania,6987,38.8
