,Rndrng_Prvdr_CCN,Rndrng_Prvdr_Org_Name,Rndrng_Prvdr_City,Rndrng_Prvdr_St,Rndrng_Prvdr_State_FIPS,Rndrng_Prvdr_Zip5,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_RUCA,Rndrng_Prvdr_RUCA_Desc,DRG_Cd,DRG_Desc,Tot_Dschrgs,Avg_Submtd_Cvrd_Chrg,Avg_Tot_Pymt_Amt,Avg_Mdcr_Pymt_Amt
3877,030062,Summit Healthcare Regional Medical Center,Show Low,2200 East Show Low Lake Road,04,85901,AZ,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",322,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH INTRALUMINAL DEVICE WITHOUT MCC,14,91493,22241.5,12040.428571
3878,030062,Summit Healthcare Regional Medical Center,Show Low,2200 East Show Low Lake Road,04,85901,AZ,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",377,GASTROINTESTINAL HEMORRHAGE WITH MCC,11,48901.454545,18137.454545,16950.545455
3879,030062,Summit Healthcare Regional Medical Center,Show Low,2200 East Show Low Lake Road,04,85901,AZ,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",378,GASTROINTESTINAL HEMORRHAGE WITH CC,13,45000.538462,10014,8507.5384615
3880,030062,Summit Healthcare Regional Medical Center,Show Low,2200 East Show Low Lake Road,04,85901,AZ,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",389,GASTROINTESTINAL OBSTRUCTION WITH CC,15,24548.8,8134.9333333,6829.3333333
3881,030062,Summit Healthcare Regional Medical Center,Show Low,2200 East Show Low Lake Road,04,85901,AZ,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",391,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC",11,36330.727273,12969,11782.090909
3882,030062,Summit Healthcare Regional Medical Center,Show Low,2200 East Show Low Lake Road,04,85901,AZ,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",392,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",23,25809.73913,7989.9130435,6416.5652174
3883,030062,Summit Healthcare Regional Medical Center,Show Low,2200 East Show Low Lake Road,04,85901,AZ,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",470,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,18,97582,19122.944444,17581.611111
3884,030062,Summit Healthcare Regional Medical Center,Show Low,2200 East Show Low Lake Road,04,85901,AZ,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",480,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH MCC,14,97729.071429,29724.857143,28211.714286
3885,030062,Summit Healthcare Regional Medical Center,Show Low,2200 East Show Low Lake Road,04,85901,AZ,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",481,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC,16,74835.9375,21155.25,18418.625
3886,030062,Summit Healthcare Regional Medical Center,Show Low,2200 East Show Low Lake Road,04,85901,AZ,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",521,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITH MCC,16,103057.125,30113.875,28787.875
3887,030062,Summit Healthcare Regional Medical Center,Show Low,2200 East Show Low Lake Road,04,85901,AZ,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",522,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC,18,88699.111111,21412.055556,19870.722222
3888,030062,Summit Healthcare Regional Medical Center,Show Low,2200 East Show Low Lake Road,04,85901,AZ,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",603,CELLULITIS WITHOUT MCC,17,28627.470588,8976.5882353,7632.5882353
3889,030062,Summit Healthcare Regional Medical Center,Show Low,2200 East Show Low Lake Road,04,85901,AZ,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",638,DIABETES WITH CC,13,32541.076923,9142.6153846,7636.1538462
3890,030062,Summit Healthcare Regional Medical Center,Show Low,2200 East Show Low Lake Road,04,85901,AZ,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",640,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",28,30221.964286,13450.535714,12139.107143
3891,030062,Summit Healthcare Regional Medical Center,Show Low,2200 East Show Low Lake Road,04,85901,AZ,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",641,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",21,25188.238095,7983.5714286,6507
3892,030062,Summit Healthcare Regional Medical Center,Show Low,2200 East Show Low Lake Road,04,85901,AZ,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",682,RENAL FAILURE WITH MCC,14,35551.357143,15176.428571,14243.857143
3893,030062,Summit Healthcare Regional Medical Center,Show Low,2200 East Show Low Lake Road,04,85901,AZ,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",683,RENAL FAILURE WITH CC,13,25624,9606.2307692,7172.8461538
3894,030062,Summit Healthcare Regional Medical Center,Show Low,2200 East Show Low Lake Road,04,85901,AZ,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",689,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,13,34175.076923,11879.461538,11126.230769
3895,030062,Summit Healthcare Regional Medical Center,Show Low,2200 East Show Low Lake Road,04,85901,AZ,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",853,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC,18,125424.61111,50128.833333,48859.5
3896,030062,Summit Healthcare Regional Medical Center,Show Low,2200 East Show Low Lake Road,04,85901,AZ,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",871,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,195,41458.994872,19974.092308,18476.523077
3897,030062,Summit Healthcare Regional Medical Center,Show Low,2200 East Show Low Lake Road,04,85901,AZ,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,35,32322.028571,10480.857143,9268.5142857
3898,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",003,"ECMO OR TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NEC",11,520833.63636,190917.81818,149832.36364
3899,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",004,"TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NECK WITHOU",11,309456.63636,102631,93740
3900,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",023,CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WITH MCC O,14,182377.85714,58494.857143,53377.214286
3901,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",025,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC,36,169134.58333,48780,42325.888889
3902,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",027,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITHOUT CC/MCC,19,121126,26402.947368,22083.684211
3903,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",064,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC,60,75459.516667,21135.733333,16974.333333
3904,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",065,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS,44,60877.022727,12846.909091,8812.3636364
3905,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",066,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITHOUT CC/MCC,13,39806.230769,8298.5384615,5532.9230769
3906,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",082,TRAUMATIC STUPOR AND COMA >1 HOUR WITH MCC,29,100728.65517,26684.655172,21637.793103
3907,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",083,TRAUMATIC STUPOR AND COMA >1 HOUR WITH CC,22,64202.818182,16734.5,12927.181818
3908,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",085,TRAUMATIC STUPOR AND COMA <1 HOUR WITH MCC,25,77307.6,25803.48,21518.96
3909,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",086,TRAUMATIC STUPOR AND COMA <1 HOUR WITH CC,21,49353.714286,15330.666667,11417.571429
3910,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",100,SEIZURES WITH MCC,17,68844,24169.470588,18542.823529
3911,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",101,SEIZURES WITHOUT MCC,14,31326.285714,11191.357143,8210.7142857
3912,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",163,MAJOR CHEST PROCEDURES WITH MCC,17,180605.05882,54240.235294,43175.882353
3913,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",164,MAJOR CHEST PROCEDURES WITH CC,17,116754.76471,27887,24182.294118
3914,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",165,MAJOR CHEST PROCEDURES WITHOUT CC/MCC,13,104338.38462,21574.692308,16418.923077
3915,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",166,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH MCC,13,117724.69231,44588.461538,38505.692308
3916,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",175,PULMONARY EMBOLISM WITH MCC OR ACUTE COR PULMONALE,27,70001.037037,17543.555556,12859.148148
3917,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",177,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,69,52179.115942,20250.782609,15136.797101
3918,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",180,RESPIRATORY NEOPLASMS WITH MCC,14,56133.071429,20939,16505.214286
3919,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",183,MAJOR CHEST TRAUMA WITH MCC,16,67832.5,17538.3125,13028.6875
3920,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",184,MAJOR CHEST TRAUMA WITH CC,22,55892.818182,13495.863636,9605.5454545
3921,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",189,PULMONARY EDEMA AND RESPIRATORY FAILURE,31,43050.096774,15163.709677,11375.806452
3922,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC,11,52765.727273,15072.363636,8598.9090909
3923,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,36,42304,16826.555556,12444
3924,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",200,PNEUMOTHORAX WITH CC,11,43386.545455,13328,9907.9090909
3925,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",205,OTHER RESPIRATORY SYSTEM DIAGNOSES WITH MCC,12,88362.666667,23336.25,18051.166667
3926,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",208,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT <=96 HOURS,14,127165.21429,32143.5,26111.785714
3927,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",219,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION,21,316494.04762,82331.380952,75787.47619
3928,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",233,CORONARY BYPASS WITH CARDIAC CATHETERIZATION OR OPEN ABLATION WITH MCC,12,293269.16667,74929.583333,69028.166667
3929,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",235,CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITH MCC,14,230941.5,63731.857143,57852.285714
3930,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",242,PERMANENT CARDIAC PACEMAKER IMPLANT WITH MCC,12,141896.91667,39467.083333,33595.583333
3931,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",243,PERMANENT CARDIAC PACEMAKER IMPLANT WITH CC,15,89747.2,24027.333333,21466.733333
3932,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",252,OTHER VASCULAR PROCEDURES WITH MCC,11,169106.36364,43214.090909,35731.636364
3933,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,36,212011.25,62693.75,60425.916667
3934,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",270,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH MCC,14,273886.71429,61944.214286,53585.642857
3935,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",274,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITHOUT MCC,54,159135.44444,33067.555556,30840.888889
3936,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",54,59325.87037,19720.722222,15098.62963
3937,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",281,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",11,38490.363636,11187.818182,8336.2727273
3938,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",286,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITH MCC",37,98620.027027,27657.783784,20578.432432
3939,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",287,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITHOUT MCC",18,55738.666667,12611.888889,9565.5
3940,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",291,HEART FAILURE AND SHOCK WITH MCC,92,48220.728261,16117.836957,12177.271739
3941,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",300,PERIPHERAL VASCULAR DISORDERS WITH CC,12,32095.583333,13389,9868.9166667
3942,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,13,61182.461538,16325.846154,11331.615385
3943,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,16,25907.1875,9796.375,6732.875
3944,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",312,SYNCOPE AND COLLAPSE,28,40413.214286,11184.642857,7941.8928571
3945,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",314,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH MCC,27,72022.074074,25382.111111,19864.925926
3946,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",315,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH CC,13,52335.461538,13250.307692,9063.6923077
3947,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",321,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH INTRALUMINAL DEVICE WITH MCC OR 4+ ARTERIES/,12,138812.66667,29383.666667,25122.666667
3948,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",327,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITH CC",13,159435.23077,27389.769231,20467
3949,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",329,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH MCC,27,210680.81481,54368.185185,42714.925926
3950,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",330,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,37,128968.18919,27393.243243,22392.432432
3951,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",374,DIGESTIVE MALIGNANCY WITH MCC,15,86432.066667,26489.866667,20464.6
3952,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",377,GASTROINTESTINAL HEMORRHAGE WITH MCC,27,99278.925926,24069.925926,17892.185185
3953,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",378,GASTROINTESTINAL HEMORRHAGE WITH CC,28,37742.714286,12981.821429,9428
3954,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",389,GASTROINTESTINAL OBSTRUCTION WITH CC,13,34158,10934.153846,6998.5384615
3955,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",391,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC",14,83737.785714,17932.571429,11890.071429
3956,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",392,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",14,37974.071429,11209.142857,6794.6428571
3957,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",394,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH CC,18,34522.055556,11925.833333,8804.2222222
3958,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",406,"PANCREAS, LIVER AND SHUNT PROCEDURES WITH CC",18,102436.27778,32181.666667,27785.833333
3959,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",432,CIRRHOSIS AND ALCOHOLIC HEPATITIS WITH MCC,22,63282.136364,23608.090909,19120.818182
3960,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",435,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS WITH MCC,13,72462,22502.153846,16818.076923
3961,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",480,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH MCC,31,127469.93548,34408.096774,28356.548387
3962,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",481,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC,44,92165.363636,23359.659091,18096.613636
3963,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",482,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITHOUT CC/MCC,11,74146,18695.636364,14793.909091
3964,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",492,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITH MCC",12,102259.5,37536.166667,31761.416667
3965,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",493,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITH CC",18,82655.111111,27666.944444,21513.222222
3966,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",494,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITHOUT CC/MCC",12,71014.25,20811.833333,17480
3967,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",516,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITH CC,14,68881.142857,23361.571429,19458.642857
3968,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",521,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITH MCC,20,98386.5,32231.35,26725.4
3969,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",522,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC,13,85085.461538,25332.692308,18197.769231
3970,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",552,MEDICAL BACK PROBLEMS WITHOUT MCC,26,46759.230769,12489.730769,8864.4615385
3971,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",602,CELLULITIS WITH MCC,17,44695.117647,18144.294118,13880.352941
3972,030064,Banner - University Medical Center Tucson Campus,Tucson,1625 North Campbell Avenue,04,85719,AZ,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",603,CELLULITIS WITHOUT MCC,17,35331.529412,11942.823529,8050.5882353
