,KIE,PJP,XBI,XLV
2010-04-14,10.78723430633545,16.18144989013672,19.757688522338867,24.186864852905273
2010-04-15,10.767292976379395,16.19760513305664,19.706363677978516,24.118640899658203
2010-04-16,10.537989616394043,16.157197952270508,19.53955078125,23.974632263183594
2010-04-19,10.667595863342285,16.173362731933594,19.372737884521484,24.171703338623047
2010-04-20,10.764802932739258,16.189529418945312,19.430479049682617,24.224760055541992
2010-04-21,10.714953422546387,15.955137252807617,19.103271484375,23.80030059814453
2010-04-22,10.749850273132324,15.720727920532227,18.955705642700195,23.52742576599121
2010-04-23,10.86699104309082,15.858139991760254,19.279705047607422,23.76239776611328
2010-04-26,10.819637298583984,15.75306510925293,19.13856315612793,23.512264251708984
2010-04-27,10.301206588745117,15.559080123901367,18.89796257019043,23.23940086364746
2010-04-28,10.318659782409668,15.672242164611816,18.962121963500977,23.391000747680664
2010-04-29,10.570392608642578,15.963214874267578,19.520305633544922,23.709341049194336
2010-04-30,10.301206588745117,15.809642791748047,19.359907150268555,23.406152725219727
2010-05-03,10.445772171020508,15.979382514953613,19.677490234375,23.519847869873047
2010-05-04,10.084368705749512,15.963214874267578,19.119314193725586,23.383407592773438
2010-05-05,10.041996002197266,15.971298217773438,18.68623924255371,23.459203720092773
2010-05-06,9.67063045501709,15.45401382446289,17.909915924072266,22.830087661743164
2010-05-07,9.476215362548828,15.138785362243652,17.168886184692383,22.526906967163086
2010-05-10,10.124245643615723,15.56716251373291,17.826509475708008,23.133277893066406
2010-05-11,10.056950569152832,15.76923656463623,18.060686111450195,23.08780288696289
2010-05-12,10.256348609924316,15.882386207580566,18.48733901977539,23.277294158935547
2010-05-13,10.079388618469238,15.591411590576172,18.397523880004883,23.02716636657715
2010-05-14,9.780290603637695,15.30043888092041,18.00935935974121,22.716400146484375
2010-05-17,9.822662353515625,15.36510181427002,18.07032012939453,22.716400146484375
2010-05-18,9.613297462463379,15.260019302368164,17.919546127319336,22.534486770629883
2010-05-19,9.570927619934082,15.211527824401855,17.80725860595703,22.481435775756836
2010-05-20,9.059977531433105,14.694241523742676,17.0726375579834,21.776519775390625
2010-05-21,9.281804084777832,14.710408210754395,17.13039207458496,21.82957649230957
2010-05-24,9.102351188659668,14.661911964416504,17.059810638427734,21.776519775390625
2010-05-25,9.192078590393066,14.645750045776367,17.027732849121094,21.685562133789062
2010-05-26,9.154696464538574,14.758902549743652,16.982824325561523,21.54912567138672
2010-05-27,9.633237838745117,14.904385566711426,17.412687301635742,21.98874855041504
2010-05-28,9.491167068481445,15.074129104614258,17.36456871032715,21.882638931274414
2010-06-01,9.21451187133789,14.823561668395996,17.136804580688477,21.64007568359375
2010-06-02,9.511112213134766,15.009462356567383,17.861797332763672,22.110017776489258
2010-06-03,9.508615493774414,15.138785362243652,18.038236618041992,22.238880157470703
2010-06-04,9.040042877197266,14.653826713562012,17.271533966064453,21.58702278137207
2010-06-07,8.853110313415527,14.54875373840332,16.918664932250977,21.55670928955078
2010-06-08,9.017609596252441,14.467925071716309,16.674863815307617,21.609758377075195
2010-06-09,8.962774276733398,14.403264045715332,16.572202682495117,21.511219024658203
2010-06-10,9.314207077026367,14.750815391540527,17.14963722229004,21.920534133911133
2010-06-11,9.386488914489746,14.912468910217285,17.457597732543945,22.10244369506836
2010-06-14,9.411412239074707,15.049875259399414,17.52817153930664,22.140338897705078
2010-06-15,9.678104400634766,15.284273147583008,17.89067268371582,22.519329071044922
2010-06-16,9.56594181060791,15.348934173583984,17.73668670654297,22.602710723876953
2010-06-17,9.575915336608887,15.276191711425781,17.675731658935547,22.633024215698242
2010-06-18,9.629383087158203,15.304529190063477,17.941991806030273,22.51189422607422
2010-06-21,9.54942798614502,15.231656074523926,17.788013458251953,22.47379493713379
2010-06-22,9.427000999450684,15.20736026763916,17.4608097076416,22.25286865234375
2010-06-23,9.35453987121582,15.20736026763916,17.518545150756836,22.161453247070312
2010-06-24,9.184638977050781,15.126381874084473,17.335695266723633,22.0014705657959
2010-06-25,9.382025718688965,15.312627792358398,17.6917724609375,22.100509643554688
2010-06-28,9.29957103729248,15.304529190063477,17.55704689025879,22.062410354614258
2010-06-29,8.89480972290039,14.97253131866455,16.92828941345215,21.65865135192871
2010-06-30,8.80735969543457,14.802480697631836,16.60749053955078,21.483434677124023
2010-07-01,8.749896049499512,14.583842277526855,16.219331741333008,21.300586700439453
2010-07-02,8.722412109375,14.778182029724121,16.334823608398438,21.353918075561523
2010-07-06,8.7573881149292,14.705301284790039,16.020442962646484,21.460582733154297
2010-07-07,9.08220100402832,14.94823169708252,16.382946014404297,21.87958335876465
2010-07-08,9.214622497558594,15.20736026763916,16.713354110717773,22.062410354614258
2010-07-09,9.382025718688965,15.312627792358398,17.027732849121094,22.11574363708496
2010-07-12,9.287080764770508,15.20736026763916,16.812793731689453,22.077661514282227
2010-07-13,9.489461898803711,15.401705741882324,17.220211029052734,22.245258331298828
2010-07-14,9.399513244628906,15.312627792358398,17.20737648010254,22.245258331298828
2010-07-15,9.362037658691406,15.482683181762695,17.15284538269043,22.313819885253906
2010-07-16,9.007244110107422,15.110191345214844,16.61711883544922,21.849117279052734
2010-07-19,9.05971622467041,15.191171646118164,16.629955291748047,21.948139190673828
2010-07-20,9.22961139678955,15.23974895477295,16.751842498779297,21.88719940185547
2010-07-21,9.049720764160156,15.102091789245605,16.60749053955078,21.529144287109375
2010-07-22,9.397018432617188,15.34502124786377,16.966781616210938,21.66627311706543
2010-07-23,9.531937599182129,15.320733070373535,17.387022018432617,21.65865135192871
2010-07-26,9.574408531188965,15.636536598205566,18.102392196655273,21.970998764038086
2010-07-27,9.559417724609375,15.717513084411621,17.941991806030273,21.993858337402344
2010-07-28,9.474471092224121,15.45838451385498,17.425519943237305,21.696741104125977
2010-07-29,9.631878852844238,15.506976127624512,17.383817672729492,21.681503295898438
2010-07-30,9.581908226013184,15.555563926696777,17.605159759521484,21.765302658081055
2010-08-02,9.784289360046387,15.806583404541016,17.941991806030273,22.17668914794922
2010-08-03,9.569416999816895,16.04951286315918,17.974079132080078,22.35953140258789
2010-08-04,9.5844087600708,16.06570816040039,18.314115524291992,22.58045196533203
2010-08-05,9.629383087158203,16.081899642944336,18.118438720703125,22.588077545166016
2010-08-06,9.54942798614502,16.12238883972168,18.320526123046875,22.633785247802734
2010-08-09,9.684351921081543,16.24385643005371,18.397523880004883,22.694732666015625
2010-08-10,9.631878852844238,16.34912872314453,18.172964096069336,22.748058319091797
2010-08-11,9.279583930969238,15.847077369689941,17.65328025817871,22.161453247070312
2010-08-12,9.20462703704834,15.96043872833252,17.784809112548828,22.25286865234375
2010-08-13,9.179643630981445,15.887560844421387,17.566669464111328,22.1690731048584
2010-08-16,9.147162437438965,15.871366500854492,17.5762996673584,22.0548038482666
2010-08-17,9.287080764770508,16.041414260864258,17.85538673400879,22.35953140258789
2010-08-18,9.317066192626953,16.081899642944336,17.788013458251953,22.32905387878418
2010-08-19,9.064713478088379,15.774194717407227,17.387022018432617,21.91766929626465
2010-08-20,9.037225723266602,15.782291412353516,17.35494613647461,21.841495513916016
2010-08-23,8.992256164550781,15.774194717407227,17.233041763305664,21.940528869628906
2010-08-24,8.847334861755371,15.523165702819824,16.947528839111328,21.46819305419922
2010-08-25,8.932287216186523,15.604140281677246,17.258705139160156,21.681503295898438
2010-08-26,8.862327575683594,15.555563926696777,16.92186737060547,21.544374465942383
2010-08-27,9.177146911621094,15.790390014648438,17.088693618774414,21.765302658081055
2010-08-30,8.97726058959961,15.555563926696777,16.889793395996094,21.491046905517578
2010-08-31,9.067206382751465,15.54745864868164,16.825634002685547,21.407249450683594
2010-09-01,9.441990852355957,15.903756141662598,17.26190948486328,21.902433395385742
2010-09-02,9.516945838928223,16.06570816040039,17.54421615600586,22.016708374023438
2010-09-03,9.764302253723145,16.21147346496582,17.74310302734375,22.222394943237305
2010-09-07,9.50695514678955,16.081899642944336,17.55704689025879,22.092893600463867
2010-09-08,9.631878852844238,16.21957015991211,17.7944278717041,22.21478271484375
2010-09-09,9.711834907531738,16.381515502929688,17.8874568939209,22.450950622558594
2010-09-10,9.721826553344727,16.51917839050293,18.137680053710938,22.679489135742188
2010-09-13,9.904219627380371,16.559663772583008,18.156919479370117,22.732824325561523
2010-09-14,9.871737480163574,16.60015296936035,18.099178314208984,22.80900764465332
2010-09-15,9.92670726776123,16.778297424316406,18.455270767211914,23.022310256958008
2010-09-16,9.901721000671387,16.713516235351562,18.29166030883789,22.930891036987305
2010-09-17,9.914755821228027,16.734617233276367,18.500173568725586,22.926301956176758
2010-09-20,10.115251541137695,17.07530403137207,18.766437530517578,23.23259735107422
2010-09-21,10.075154304504395,17.107757568359375,18.69906997680664,23.247913360595703
2010-09-22,9.86713981628418,17.04286003112793,18.641334533691406,23.286197662353516
2010-09-23,9.666633605957031,16.96173858642578,18.663787841796875,23.163686752319336
2010-09-24,9.962373733520508,17.23754119873047,18.936460494995117,23.477636337280273
2010-09-27,9.90974235534668,17.13208770751953,18.888334274291992,23.301517486572266
2010-09-28,10.004982948303223,17.34299659729004,19.019866943359375,23.492948532104492
2010-09-29,9.942322731018066,17.286218643188477,18.949295043945312,23.408716201782227
2010-09-30,9.897211074829102,17.269987106323242,19.0455322265625,23.347454071044922
2010-10-01,9.877161979675293,17.302438735961914,19.026281356811523,23.347454071044922
2010-10-04,9.819517135620117,17.17264747619629,19.019866943359375,23.117740631103516
2010-10-05,10.05510425567627,17.472787857055664,19.411235809326172,23.54654884338379
2010-10-06,10.047585487365723,17.472787857055664,19.193090438842773,23.454662322998047
2010-10-07,10.017515182495117,17.48900604248047,19.305370330810547,23.500608444213867
2010-10-08,10.127786636352539,17.626911163330078,19.52672004699707,23.561859130859375
2010-10-11,10.085182189941406,17.562015533447266,19.50105094909668,23.57718276977539
2010-10-12,10.132796287536621,17.9027156829834,19.613332748413086,23.63078498840332
2010-10-13,10.22803783416748,18.056838989257812,19.606918334960938,23.799243927001953
2010-10-14,10.27816390991211,18.07305908203125,19.57803726196289,23.7533016204834
2010-10-15,10.19796371459961,18.17039680480957,19.683900833129883,23.852848052978516
2010-10-18,10.180416107177734,18.34885025024414,19.78976058959961,24.07491111755371
2010-10-19,10.20548152923584,18.040607452392578,19.369529724121094,23.623126983642578
2010-10-20,10.323272705078125,18.16229248046875,18.946083068847656,23.845190048217773
2010-10-21,10.323272705078125,18.21906852722168,18.99098777770996,23.906444549560547
2010-10-22,10.295706748962402,18.275854110717773,19.103271484375,23.91411018371582
2010-10-25,10.323272705078125,18.37319564819336,18.80173110961914,24.044281005859375
2010-10-26,10.330792427062988,18.316404342651367,18.72152328491211,23.975372314453125
2010-10-27,10.318260192871094,18.21906852722168,18.946083068847656,23.829875946044922
2010-10-28,10.190445899963379,18.32452392578125,19.035900115966797,23.967714309692383
2010-10-29,10.062620162963867,18.25152015686035,19.10006332397461,23.8681583404541
2010-11-01,10.05510425567627,18.2434024810791,18.952497482299805,23.8681583404541
2010-11-02,10.132796287536621,18.470539093017578,18.99098777770996,24.097890853881836
2010-11-03,10.185434341430664,18.551652908325195,19.016653060913086,24.113195419311523
2010-11-04,10.523776054382324,18.689550399780273,19.135347366333008,24.22805404663086
2010-11-05,10.59645938873291,18.592212677001953,19.090438842773438,24.082576751708984
2010-11-08,10.468639373779297,18.559757232666016,19.04231834411621,24.02130126953125
2010-11-09,10.283174514770508,18.44620132446289,18.86588478088379,23.921762466430664
2010-11-10,10.370895385742188,18.50297737121582,19.003829956054688,23.91411018371582
2010-11-11,10.253098487854004,18.494871139526367,19.058361053466797,23.983020782470703
2010-11-12,10.085182189941406,18.283971786499023,18.808134078979492,23.68439292907715
2010-11-15,10.1002197265625,18.397525787353516,18.93966293334961,23.692047119140625
2010-11-16,9.89220142364502,18.20284652709961,18.734359741210938,23.347454071044922
2010-11-17,9.8997220993042,18.20284652709961,18.753604888916016,23.385744094848633
2010-11-18,10.040067672729492,18.5678768157959,18.994197845458984,23.715015411376953
2010-11-19,10.05510425567627,18.53542709350586,19.080814361572266,23.737985610961914
2010-11-22,9.969893455505371,18.592212677001953,19.202720642089844,23.745643615722656
2010-11-23,9.809492111206055,18.356962203979492,19.007028579711914,23.401058197021484
2010-11-24,9.979915618896484,18.592212677001953,19.33423614501953,23.623126983642578
2010-11-26,9.847087860107422,18.511089324951172,19.270084381103516,23.4163761138916
2010-11-29,9.86713981628418,18.356962203979492,19.25082778930664,23.39340591430664
2010-11-30,9.804479598999023,18.11362075805664,19.016653060913086,23.178997039794922
2010-12-01,10.025029182434082,18.4786434173584,19.273290634155273,23.623126983642578
2010-12-02,10.253098487854004,18.551652908325195,19.46255874633789,23.806901931762695
2010-12-03,10.275655746459961,18.543542861938477,19.594085693359375,23.806901931762695
2010-12-06,10.275655746459961,18.50297737121582,19.54595947265625,23.653759002685547
2010-12-07,10.290698051452637,18.600324630737305,19.690322875976562,23.6690673828125
2010-12-08,10.491195678710938,18.738229751586914,19.671077728271484,23.692047119140625
2010-12-09,10.59645938873291,18.786901473999023,19.555587768554688,23.730321884155273
2010-12-10,10.649086952209473,18.94913101196289,19.79618263244629,23.960044860839844
2010-12-13,10.699213027954102,18.900461196899414,19.64862060546875,23.99833869934082
2010-12-14,10.651596069335938,19.111366271972656,19.79618263244629,24.243375778198242
2010-12-15,10.601469039916992,19.249265670776367,19.857135772705078,24.166797637939453
2010-12-16,10.651596069335938,19.50884437561035,20.104145050048828,24.335262298583984
2010-12-17,10.70999813079834,19.521034240722656,20.171510696411133,24.376827239990234
2010-12-20,10.722641944885254,19.53730010986328,20.177932739257812,24.369129180908203
2010-12-21,10.866756439208984,19.488521575927734,20.643085479736328,24.30755615234375
2010-12-22,10.952719688415527,19.455995559692383,20.655912399291992,24.376827239990234
2010-12-23,10.876871109008789,19.455995559692383,20.655912399291992,24.361433029174805
2010-12-27,10.909737586975098,19.49665069580078,20.659116744995117,24.31525230407715
2010-12-28,10.856639862060547,19.415340423583984,20.534013748168945,24.330650329589844
2010-12-29,10.864226341247559,19.431602478027344,20.47626304626465,24.338340759277344
2010-12-30,10.861701011657715,19.334041595458984,20.399280548095703,24.253671646118164
2010-12-31,10.879393577575684,19.22021484375,20.23567008972168,24.245975494384766
2011-01-03,11.132229804992676,19.01695442199707,20.498714447021484,24.469196319580078
2011-01-04,11.094305992126465,18.94378089904785,20.344736099243164,24.546159744262695
2011-01-05,11.149930000305176,19.025087356567383,20.56287956237793,24.60004425048828
2011-01-06,11.096834182739258,19.13078498840332,20.492307662963867,24.700103759765625
2011-01-07,11.023517608642578,19.13078498840332,20.444189071655273,24.684707641601562
2011-01-10,10.942605972290039,19.13078498840332,20.437768936157227,24.615447998046875
2011-01-11,11.046269416809082,19.098262786865234,20.607797622680664,24.738597869873047
2011-01-12,11.154985427856445,19.25273323059082,20.63666343688965,24.869447708129883
2011-01-13,11.091777801513672,19.21207618713379,20.620622634887695,24.738597869873047
2011-01-14,11.19543743133545,19.260866165161133,20.655912399291992,24.76938247680664
2011-01-18,11.215667724609375,19.390947341918945,20.800273895263672,24.86174201965332
2011-01-19,10.907211303710938,19.106388092041016,20.251712799072266,24.692413330078125
2011-01-20,10.942605972290039,19.122655868530273,20.229263305664062,24.753982543945312
2011-01-21,11.005813598632812,18.94378089904785,19.95016098022461,24.777080535888672
2011-01-24,11.043740272521973,19.04947853088379,20.078481674194336,24.74629783630371
2011-01-25,11.089250564575195,19.05760383605957,20.068857192993164,24.74629783630371
2011-01-26,11.127175331115723,19.17143440246582,20.39607048034668,24.715499877929688
2011-01-27,11.240949630737305,19.13078498840332,20.3543701171875,24.777080535888672
2011-01-28,10.957777976989746,18.691740036010742,19.690322875976562,24.330650329589844
2011-01-31,10.975473403930664,18.77304458618164,19.828262329101562,24.384523391723633
2011-02-01,11.225777626037598,18.93564796447754,19.927711486816406,24.823261260986328
2011-02-02,11.033621788024902,18.846214294433594,20.007915496826172,24.738597869873047
2011-02-03,11.043740272521973,18.87060546875,19.966211318969727,24.76938247680664
2011-02-04,11.157513618469238,18.93564796447754,20.1137638092041,24.884838104248047
2011-02-07,11.288986206054688,18.895002365112305,20.06244468688965,24.846351623535156
2011-02-08,11.331969261169434,18.911258697509766,20.11697006225586,24.91562271118164
2011-02-09,11.281403541564941,18.895002365112305,19.9180850982666,24.86174201965332
2011-02-10,11.28646183013916,18.87874412536621,20.05282211303711,24.869447708129883
2011-02-11,11.478610038757324,18.87874412536621,20.023942947387695,24.923324584960938
2011-02-14,11.385063171386719,18.98443603515625,20.177932739257812,25.007993698120117
2011-02-15,11.450798988342285,19.05760383605957,20.181133270263672,24.954111099243164
2011-02-16,11.58985710144043,19.155170440673828,20.293420791625977,25.084970474243164
2011-02-17,11.688465118408203,19.17143440246582,20.35115623474121,25.192724227905273
2011-02-18,11.751669883728027,19.1795654296875,20.280580520629883,25.25430679321289
2011-02-22,11.435629844665527,18.87874412536621,19.783349990844727,24.869447708129883
2011-02-23,11.32944393157959,18.63483238220215,19.6325740814209,24.630840301513672
2011-02-24,11.304155349731445,18.43157196044922,19.744857788085938,24.715499877929688
2011-02-25,11.433101654052734,18.659215927124023,20.039987564086914,24.869447708129883
2011-02-28,11.514009475708008,18.911258697509766,20.072067260742188,25.14653968811035
2011-03-01,11.301627159118652,18.691740036010742,19.94695281982422,24.9464168548584
2011-03-02,11.089250564575195,18.846214294433594,20.184350967407227,25.023393630981445
2011-03-03,11.347136497497559,19.1795654296875,20.15868377685547,25.53909683227539
2011-03-04,11.273815155029297,19.147037506103516,20.12018394470215,25.5006103515625
2011-03-07,11.197968482971191,18.93564796447754,20.097728729248047,25.308181762695312
2011-03-08,11.35472297668457,19.21207618713379,20.367198944091797,25.446727752685547
2011-03-09,11.324383735656738,19.21207618713379,20.421733856201172,25.485206604003906
2011-03-10,11.096834182739258,18.951913833618164,20.149051666259766,25.084970474243164
2011-03-11,11.157513618469238,19.01695442199707,20.26454734802246,25.169635772705078
2011-03-14,11.015925407409668,18.968181610107422,20.184350967407227,25.046483993530273
2011-03-15,10.846532821655273,18.838083267211914,20.011110305786133,24.753982543945312
2011-03-16,10.659429550170898,18.488487243652344,19.81864356994629,24.322952270507812
2011-03-17,10.755511283874512,18.659215927124023,19.834674835205078,24.607738494873047
2011-03-18,10.882285118103027,18.838083267211914,19.924503326416016,24.7198543548584
2011-03-21,11.067373275756836,18.93564796447754,20.04640007019043,24.928634643554688
2011-03-22,10.996377944946289,18.91938591003418,19.924503326416016,24.913162231445312
2011-03-23,10.973562240600586,18.951913833618164,19.9180850982666,24.897701263427734
2011-03-24,11.05215835571289,19.155170440673828,20.283794403076172,25.191524505615234
2011-03-25,11.085121154785156,19.228342056274414,20.341533660888672,25.261112213134766
2011-03-28,11.080050468444824,19.1795654296875,20.322290420532227,25.25339126586914
2011-03-29,11.113011360168457,19.374691009521484,20.681575775146484,25.40029525756836
2011-03-30,11.171330451965332,19.829994201660156,21.18201446533203,25.58586883544922
2011-03-31,11.189078330993652,19.797473907470703,21.41939926147461,25.601329803466797
2011-04-01,11.328527450561523,19.895034790039062,21.563756942749023,25.732772827148438
2011-04-04,11.381773948669434,20.049510955810547,21.5830020904541,25.887428283691406
2011-04-05,11.298105239868164,20.260902404785156,21.913423538208008,25.77143669128418
2011-04-06,11.40712833404541,20.31781005859375,21.94550323486328,25.825563430786133
2011-04-07,11.37162971496582,20.31781005859375,21.87492561340332,25.779172897338867
2011-04-08,11.26513957977295,20.374731063842773,21.88776206970215,25.763704299926758
2011-04-11,11.262606620788574,20.45603370666504,21.894182205200195,25.910629272460938
2011-04-12,11.153582572937012,20.407258987426758,21.865297317504883,25.87969398498535
2011-04-13,11.110479354858398,20.48042106628418,22.038537979125977,25.856487274169922
2011-04-14,11.00905704498291,20.561723709106445,22.410654067993164,25.995677947998047
2011-04-15,11.113011360168457,20.78937530517578,22.8918399810791,26.227645874023438
2011-04-18,10.935526847839355,20.545469284057617,22.66407585144043,25.933820724487305
2011-04-19,10.897500038146973,20.618640899658203,22.47480583190918,26.15032386779785
2011-04-20,11.00905704498291,20.821897506713867,22.914302825927734,26.40548324584961
2011-04-21,11.17386245727539,20.87067413330078,23.097152709960938,26.48280143737793
2011-04-25,11.171330451965332,20.878816604614258,22.96883773803711,26.513734817504883
2011-04-26,11.211895942687988,21.098331451416016,23.270381927490234,26.82302474975586
2011-04-27,11.300634384155273,21.350372314453125,23.90875244140625,27.124574661254883
2011-04-28,11.533902168273926,21.350372314453125,23.972917556762695,27.26375389099121
2011-04-29,11.51108169555664,21.285335540771484,23.67137336730957,27.248289108276367
2011-05-02,11.508544921875,21.447940826416016,23.764406204223633,27.526653289794922
2011-05-03,11.46037483215332,21.41541290283203,23.549470901489258,27.45706558227539
2011-05-04,11.353886604309082,21.277196884155273,23.228681564331055,27.43385887145996
2011-05-05,11.196683883666992,21.163373947143555,22.785980224609375,27.256017684936523
2011-05-06,11.260069847106934,21.382892608642578,23.19017791748047,27.449331283569336
2011-05-09,11.232181549072266,21.537372589111328,23.623258590698242,27.603984832763672
2011-05-10,11.346278190612793,21.69997787475586,23.764406204223633,27.77408218383789
2011-05-11,11.257534980773926,21.561765670776367,23.507766723632812,27.727697372436523
2011-05-12,11.323456764221191,21.87885284423828,23.838184356689453,27.98284339904785
2011-05-13,11.1383695602417,21.7650203704834,23.700237274169922,27.897794723510742
2011-05-16,11.1383695602417,21.643075942993164,23.373037338256836,27.944181442260742
2011-05-17,11.107941627502441,21.594287872314453,23.40511703491211,27.944181442260742
2011-05-18,11.13076114654541,21.773162841796875,23.745153427124023,28.16067123413086
2011-05-19,11.163721084594727,21.7650203704834,23.613632202148438,28.09883689880371
2011-05-20,11.044551849365234,21.70810890197754,23.716283798217773,27.86686897277832
2011-05-23,10.887351989746094,21.464204788208008,23.459651947021484,27.580768585205078
2011-05-24,10.826499938964844,21.48858642578125,23.215848922729492,27.503450393676758
2011-05-25,10.87214183807373,21.529237747192383,23.57513999938965,27.542116165161133
2011-05-26,10.930459976196289,21.651201248168945,23.780447006225586,27.580768585205078
2011-05-27,10.925389289855957,21.748756408691406,23.960086822509766,27.59623908996582
2011-05-31,10.993843078613281,22.0333309173584,24.136524200439453,27.92099952697754
2011-06-01,10.68958854675293,21.789409637451172,23.53021812438965,27.534379959106445
2011-06-02,10.747904777526855,21.683719635009766,23.719493865966797,27.472517013549805
2011-06-03,10.641414642333984,21.374767303466797,23.385868072509766,27.209638595581055
